prediction;test_price
83.32;84.13
82.79;84.19
81.92;85.72
82.21;86.73
83.88;86.99
84.61;87.55
84.79;87.73
85.43;88.45
85.44;88.11
86.29;88.23
85.62;88.73
85.96;88.77
86.41;87.95
86.32;86.71
85.41;87.93
84.23;87.68
85.96;87.12
85.11;86.42
84.79;87.58
84.06;88.75
85.62;89.02
86.52;90.28
86.65;90.75
88.15;90.49
88.25;91.07
87.95;91.52
88.71;90.76
88.96;90.27
87.99;89.85
87.72;88.53
87.25;88.06
85.82;88.96
85.7;89.88
86.75;90.33
87.53;90.53
87.9;91.23
88.09;90.31
88.88;90.42
87.54;91.22
88.1;90.8
88.79;90.25
88.08;91.19
87.69;90.78
88.89;91.02
88.01;90.06
88.62;88.81
87.28;89.34
86.24;87.17
87.12;88.1
84.25;90.18
86.26;97.06
88.01;98.37
95.7;97.77
94.97;97.49
94.88;97.68
94.53;97.63
94.7;99.27
94.46;99.83
96.45;99.78
96.44;99.54
96.5;99.56
96.21;100.2
96.33;100.62
97.03;100.31
97.31;101.17
96.89;100.21
98.1;99.75
96.5;101.48
96.56;101.92
98.55;101.17
98.38;100.66
97.67;99.5
97.31;100.88
95.98;98.8
98.06;98.61
94.77;102.71
95.78;102.01
100.23;102.9
97.89;102.51
100.07;103.47
98.75;102.9
100.42;103.92
99.05;103.71
100.81;102.65
99.87;100.63
98.98;100.86
96.82;101.09
97.78;101.7
97.6;100.52
98.47;101.05
96.8;101.59
98.08;101.23
98.21;101.04
97.79;101.93
97.74;102.32
98.8;102.5
98.89;102.08
99.12;102.22
98.54;102.53
98.91;103.6
99.11;102.25
100.34;103.71
98.29;103.2
100.85;103.45
99.21;104.46
100.2;104.97
101.02;105.57
101.36;105.34
102.03;105.24
101.53;104.19
101.6;105.92
100.27;106.41
102.82;106.2
102.41;105.15
102.44;104.71
101.18;105.53
101.08;104.08
102.02;104.69
99.91;104.64
101.48;105.35
100.76;105.71
101.96;105.74
101.95;105.96
102.05;105.61
102.3;105.79
101.78;105.67
102.19;104.88
101.85;105.77
101.03;105.93
102.39;105.77
102.03;106.34
102.06;106.14
102.74;106.54
102.24;105.71
102.95;105.71
101.65;104.74
102.15;104.0
100.72;105.42
100.35;106.01
102.14;105.37
102.19;105.59
101.52;106.44
102.07;106.85
102.84;108.51
103.07;107.93
105.05;108.8
103.63;109.65
105.32;109.03
105.64;109.68
104.82;110.2
105.94;108.34
106.08;109.39
103.79;110.98
105.94;110.82
106.93;111.53
106.47;112.88
107.62;111.04
108.81;111.43
106.15;112.24
107.72;113.79
107.93;113.6
109.79;114.03
108.89;114.78
109.89;114.57
110.37;115.27
109.95;115.01
111.0;115.03
110.23;114.52
110.6;114.62
109.78;113.99
110.23;114.19
109.23;115.52
109.89;115.7
111.22;115.67
110.96;116.75
111.14;117.3
112.41;106.54
112.57;104.64
99.35;105.41
102.13;107.0
101.18;104.11
103.49;103.13
99.28;103.64
99.91;103.3
100.16;105.12
99.66;103.08
102.11;102.61
98.77;96.41
99.53;95.28
91.62;91.92
92.96;92.43
88.09;95.65
90.33;98.49
93.31;98.78
95.9;98.21
95.67;95.92
95.24;98.22
92.6;98.31
96.1;97.33
94.84;100.26
94.21;98.23
97.89;98.9
94.16;100.71
96.4;100.08
97.64;99.7
96.51;100.21
96.54;100.44
97.08;99.13
97.14;99.68
95.56;98.79
96.77;97.91
95.21;96.99
94.73;96.68
93.74;94.94
93.68;95.83
91.59;98.51
93.37;98.97
95.91;99.29
95.71;100.1
96.34;100.03
97.11;99.66
96.74;100.84
96.43;101.75
97.89;102.51
98.44;102.75
99.23;101.92
99.27;104.0
98.28;104.34
101.13;105.52
100.45;105.88
102.27;106.12
102.04;109.17
102.48;109.01
106.01;109.43
104.52;109.67
105.77;110.22
105.52;110.89
106.29;109.64
106.8;110.89
105.09;111.37
107.3;109.17
106.95;108.92
104.49;111.5
105.15;112.22
107.88;113.19
107.74;112.32
109.19;112.02
107.62;110.7
107.92;111.74
106.07;111.94
108.01;113.88
107.4;114.43
110.12;115.74
109.76;115.11
111.68;113.7
110.16;114.39
109.1;110.98
110.26;109.38
105.48;111.23
105.42;109.89
107.44;107.85
104.98;110.12
103.64;109.73
106.85;108.42
105.06;107.45
104.36;107.45
103.4;104.81
103.68;106.08
100.3;108.81
103.11;110.39
105.22;108.66
106.52;104.5
104.13;103.4
100.05;103.55
100.04;102.41
99.9;102.7
98.52;104.04
99.43;103.88
100.72;103.16
100.14;101.94
99.6;99.9
98.31;97.88
96.25;97.36
94.44;96.53
94.31;96.28
93.27;96.93
93.36;98.43
94.11;95.54
95.69;96.15
91.78;91.09
93.91;91.16
86.98;89.77
89.34;91.21
86.64;94.0
89.27;92.44
91.72;93.39
89.27;91.5
91.34;90.74
88.32;92.96
88.39;92.31
90.83;90.34
89.26;92.3
87.55;92.58
90.35;91.09
89.7;89.37
88.27;89.56
86.67;86.19
87.3;87.61
83.06;88.43
86.03;90.13
85.95;92.65
88.14;92.33
90.51;92.17
89.51;93.49
89.74;92.53
91.14;92.58
89.49;92.79
90.09;92.46
90.06;92.67
89.68;94.73
90.05;94.1
92.37;95.87
90.91;95.54
93.61;96.42
92.29;94.9
93.87;94.74
91.47;94.14
92.1;95.01
91.06;95.86
92.44;95.3
92.98;95.5
92.23;96.62
92.76;96.24
93.9;95.52
93.07;94.66
92.55;93.94
91.66;94.31
91.03;95.16
91.64;95.23
92.42;95.95
92.3;96.34
93.28;96.11
93.43;95.73
93.14;94.1
92.79;94.57
90.92;93.29
92.04;93.54
90.06;93.39
91.05;94.44
90.5;96.51
91.97;95.68
93.97;95.64
92.42;98.45
92.99;99.57
96.06;100.18
96.37;99.83
97.14;100.67
96.48;101.45
97.69;101.76
98.13;102.13
98.38;100.92
98.77;100.17
97.17;101.24
96.84;100.68
98.15;100.57
96.99;101.79
97.35;102.39
98.68;102.19
98.95;103.41
98.71;99.23
100.3;98.67
94.67;97.52
96.02;97.36
93.87;96.95
94.42;96.04
93.71;95.47
92.92;96.8
92.52;96.22
94.23;96.54
92.97;96.88
93.87;96.83
93.94;97.29
93.88;96.25
94.45;95.58
93.0;95.77
92.68;95.8
92.93;95.83
92.85;95.41
92.93;95.11
92.42;94.92
92.24;94.43
92.05;94.65
91.52;95.46
91.95;95.33
92.75;95.44
92.37;96.04
92.67;96.59
93.27;95.87
93.74;95.84
92.74;96.06
93.05;92.86
93.15;91.56
89.29;93.18
89.0;94.08
90.83;94.9
91.3;95.1
92.26;94.74
92.28;95.51
91.9;96.16
92.92;97.35
93.32;97.7
94.62;97.91
94.63;97.6
94.93;97.69
94.44;97.52
94.69;97.86
94.36;97.2
94.88;95.98
93.9;95.77
92.8;95.48
92.88;95.17
92.44;94.48
92.23;94.13
91.5;93.72
91.33;93.76
90.88;93.36
91.07;92.84
90.53;93.9
90.11;92.99
91.48;93.64
89.94;93.56
91.28;94.46
90.7;95.63
92.0;95.54
92.94;94.63
92.58;94.88
91.66;94.67
92.22;94.66
91.7;94.44
91.87;94.19
91.54;93.68
91.35;93.78
90.8;93.63
91.09;93.37
90.81;93.04
90.61;92.7
90.28;92.69
89.98;92.3
90.05;92.11
89.56;92.26
89.49;91.66
89.68;91.57
88.91;91.94
89.06;90.31
89.42;91.5
87.38;90.58
89.45;90.15
87.63;90.39
87.77;90.45
87.95;90.51
87.95;90.83
88.05;90.28
88.4;91.28
87.65;91.14
89.07;89.86
88.43;89.63
87.17;90.09
87.25;89.7
87.7;90.74
87.1;90.38
88.55;90.48
87.67;90.34
88.12;90.71
87.79;90.38
88.33;90.38
87.75;89.76
87.95;89.32
87.13;89.04
86.86;89.22
86.58;88.76
86.86;89.09
86.23;89.83
86.84;89.93
87.52;90.91
87.46;91.24
88.67;90.63
88.69;91.36
88.0;91.87
89.06;91.71
89.29;90.57
89.05;90.28
87.79;89.81
87.81;91.24
87.18;90.34
89.06;92.27
87.41;92.22
90.31;92.48
89.31;92.79
90.04;95.45
90.15;95.68
93.27;95.47
92.55;96.86
92.66;97.1
94.24;96.0
93.97;95.4
92.79;95.48
92.45;96.02
92.57;96.56
93.14;96.71
93.63;97.39
93.7;96.86
94.54;96.68
93.63;96.25
93.76;97.68
93.16;98.36
95.05;99.66
95.21;101.8
96.81;103.26
98.87;102.47
99.99;102.26
98.75;102.46
98.97;102.79
99.01;102.32
99.34;103.69
98.64;103.85
100.56;103.94
100.05;103.81
100.46;103.54
100.15;103.56
99.94;102.7
100.02;102.96
98.94;102.62
